Ticker,Name,Sector,Price,EdgeScore,Score,Signal,Checklist,ChecksPassed,RSI,MACD,ADX,Stoch,Vol_Ratio,Rel_Str,Volatility,Sharpe,MaxDD,1M,3M,6M,MarketCap,PE,EPS,Dividend,Beta,Classification,Action
META,"Meta Platforms, Inc.",Communication Servic,$639.77,20.05,30,STRONG SELL,1/7,False,42.7,Bear,19.2,4.8,0.65x,-22.1%,33.1%,-1.10,-24.9%,+3.1%,+5.0%,-18.4%,$1618.33B,27.25,$23.48,0.32%,1.28,NO EDGE,Do not trade
MELI,"MercadoLibre, Inc.",Consumer Cyclical,$1988.26,19.28,45,WEAK SELL,1/7,False,40.2,Bear,19.3,17.5,0.74x,-18.3%,40.3%,-0.61,-24.3%,-5.3%,-2.1%,-16.9%,$100.80B,48.54,$40.96,N/A,1.45,NO EDGE,Do not trade
CDNS,"Cadence Design Systems, I",Technology,$299.46,19.09,25,STRONG SELL,3/7,False,49.1,Bear,19.6,58.8,1.06x,-18.2%,34.3%,-0.78,-28.1%,-6.6%,-5.2%,-14.4%,$81.60B,76.98,$3.89,N/A,1.00,NO EDGE,Do not trade
TTWO,Take-Two Interactive Soft,Communication Servic,$193.67,18.73,40,SELL,2/7,False,30.1,Bear,43.3,8.4,0.80x,-21.0%,30.3%,-1.14,-27.4%,-20.7%,-18.5%,-16.6%,$35.86B,N/A,$-22.56,N/A,0.93,NO EDGE,Do not trade
SNPS,"Synopsys, Inc.",Technology,$437.09,18.69,30,STRONG SELL,2/7,False,41.3,Bear,32.4,28.5,0.73x,-33.1%,68.8%,-0.63,-38.6%,-14.0%,+11.0%,-29.3%,$83.62B,54.03,$8.09,N/A,1.13,NO EDGE,Do not trade
QCOM,QUALCOMM Incorporated,Technology,$140.70,18.35,30,STRONG SELL,2/7,False,32.9,Bear,40.3,33.2,1.13x,-14.1%,34.9%,-0.49,-27.0%,-12.8%,-19.0%,-9.9%,$150.27B,28.31,$4.97,2.54%,1.24,NO EDGE,Do not trade
VRSN,"VeriSign, Inc.",Technology,$219.03,15.86,35,SELL,2/7,False,30.1,Bear,29.2,22.5,0.83x,-21.5%,23.6%,-1.58,-25.2%,-12.1%,-12.6%,-18.4%,$20.30B,24.86,$8.81,1.06%,0.75,NO EDGE,Do not trade
AMZN,"Amazon.com, Inc.",Consumer Cyclical,$198.79,15.7,35,SELL,1/7,False,23.1,Bear,26.5,3.0,1.09x,-18.0%,31.0%,-0.88,-21.7%,-16.5%,-16.3%,-14.0%,$2133.99B,27.69,$7.18,N/A,1.39,NO EDGE,Do not trade
PDD,PDD Holdings Inc.,Consumer Cyclical,$100.28,15.58,25,STRONG SELL,2/7,False,34.3,Bear,19.5,18.3,0.76x,-16.7%,30.6%,-0.79,-27.4%,-6.7%,-25.4%,-15.7%,$142.36B,10.04,$9.99,N/A,-0.01,NO EDGE,Do not trade
SHAK,Shake Shack Inc.,Consumer Cyclical,$88.15,15.04,35,SELL,1/7,False,42.9,Bear,19.9,12.5,0.96x,-20.6%,39.8%,-0.76,-27.9%,-12.5%,-2.3%,-17.6%,$3.76B,86.42,$1.02,N/A,1.75,NO EDGE,Do not trade
MSTR,Strategy Inc,Technology,$133.88,14.13,30,STRONG SELL,4/7,True,44.0,Bear,26.3,48.3,0.95x,-68.2%,76.3%,-2.33,-70.8%,-21.7%,-35.8%,-63.5%,$44.48B,N/A,$-15.24,N/A,3.54,NO EDGE,Do not trade
WDAY,"Workday, Inc.",Technology,$144.42,14.11,35,SELL,3/7,False,23.1,Bear,52.7,7.2,1.14x,-39.0%,37.1%,-2.18,-41.8%,-25.1%,-35.4%,-36.1%,$38.56B,60.94,$2.37,N/A,1.12,NO EDGE,Do not trade
NFLX,"Netflix, Inc.",Communication Servic,$76.87,13.92,45,WEAK SELL,3/7,False,27.6,Bear,30.9,14.6,0.76x,-41.6%,29.7%,-3.07,-39.9%,-12.7%,-33.4%,-38.0%,$326.07B,30.38,$2.53,N/A,1.71,NO EDGE,Do not trade
JD,"JD.com, Inc.",Consumer Cyclical,$27.14,12.01,25,STRONG SELL,1/7,False,35.3,Bear,15.2,4.3,0.91x,-18.1%,30.6%,-0.91,-25.0%,-7.7%,-11.6%,-14.4%,$40.04B,8.81,$3.08,26.52%,0.41,NO EDGE,Do not trade
UPLD,"Upland Software, Inc.",Technology,$0.98,11.68,35,SELL,2/7,False,18.5,Bear,39.4,5.4,0.96x,-50.9%,69.3%,-1.51,-66.8%,-35.3%,-47.4%,-46.6%,$0.03B,N/A,$-1.74,N/A,1.22,NO EDGE,Do not trade
TRIP,"Tripadvisor, Inc.",Consumer Cyclical,$9.61,11.21,55,WEAK BUY,1/7,False,18.1,Bear,30.6,3.6,2.32x,-50.8%,50.7%,-2.26,-49.8%,-31.3%,-35.0%,-45.5%,$1.12B,31.00,$0.31,N/A,0.93,NO EDGE,Do not trade
TME,Tencent Music Entertainme,Communication Servic,$15.85,10.35,25,STRONG SELL,3/7,False,42.0,Bear,19.9,29.6,1.38x,-41.9%,38.3%,-2.34,-42.5%,-4.5%,-15.1%,-38.0%,$26.69B,15.85,$1.00,8.67%,0.52,NO EDGE,Do not trade
PAYC,"Paycom Software, Inc.",Technology,$125.31,10.34,50,HOLD,2/7,False,34.0,Bear,42.3,48.2,2.26x,-45.8%,34.2%,-3.04,-49.0%,-18.0%,-23.7%,-42.1%,$6.88B,15.51,$8.08,1.25%,0.80,NO EDGE,Do not trade
MSFT,Microsoft Corporation,Technology,$401.32,10.13,35,SELL,1/7,False,32.4,Bear,35.1,9.8,0.74x,-27.0%,24.9%,-2.04,-27.2%,-12.1%,-20.1%,-22.6%,$2982.76B,25.13,$15.97,0.87%,1.08,NO EDGE,Do not trade
PYPL,"PayPal Holdings, Inc.",Financial Services,$40.29,10.02,40,SELL,2/7,False,22.6,Bear,51.6,10.1,0.86x,-45.8%,42.2%,-2.38,-48.5%,-29.0%,-38.2%,-41.7%,$37.70B,7.45,$5.41,0.72%,1.42,NO EDGE,Do not trade
TTD,"The Trade Desk, Inc.",Communication Servic,$25.81,9.44,45,WEAK SELL,2/7,False,25.1,Bear,43.4,2.1,0.92x,-53.2%,44.6%,-2.85,-53.4%,-28.8%,-39.8%,-50.5%,$12.62B,29.33,$0.88,N/A,1.09,NO EDGE,Do not trade
WKHS,"Workhorse Group, Inc.",Consumer Cyclical,$3.89,9.41,35,SELL,3/7,False,27.5,Bear,37.3,8.9,0.70x,-85.7%,98.4%,-3.00,-80.6%,-24.6%,-50.7%,-80.4%,$0.03B,0.05,$77.44,N/A,N/A,NO EDGE,Do not trade
INTU,Intuit Inc.,Technology,$399.40,9.24,35,SELL,3/7,False,19.5,Bear,57.3,5.9,1.15x,-47.6%,33.5%,-3.30,-44.3%,-28.0%,-38.5%,-44.1%,$111.19B,27.39,$14.58,1.09%,1.23,NO EDGE,Do not trade
NTES,"NetEase, Inc.",Communication Servic,$120.61,9.24,20,STRONG SELL,0/7,False,35.0,Bear,23.6,20.5,1.09x,-10.3%,32.5%,-0.30,-25.5%,-11.4%,-14.6%,-5.9%,$77.58B,15.87,$7.60,3.52%,0.92,NO EDGE,Do not trade
VRSK,"Verisk Analytics, Inc.",Industrials,$181.21,8.53,30,STRONG SELL,2/7,False,30.7,Bear,48.1,29.9,1.18x,-36.1%,29.9%,-2.50,-37.7%,-18.4%,-16.6%,-32.1%,$25.32B,27.84,$6.51,0.97%,0.80,NO EDGE,Do not trade
ZS,"Zscaler, Inc.",Technology,$177.72,7.8,40,SELL,1/7,False,33.6,Bear,41.7,22.5,1.05x,-38.5%,39.6%,-1.97,-50.2%,-15.6%,-42.4%,-35.4%,$28.34B,N/A,$-0.27,N/A,1.02,NO EDGE,Do not trade
MTCH,"Match Group, Inc.",Communication Servic,$30.50,7.36,5,STRONG SELL,2/7,False,44.7,Bear,14.7,36.8,1.05x,-24.3%,28.9%,-1.49,-24.6%,-3.5%,-5.7%,-19.4%,$7.34B,12.82,$2.38,2.54%,1.31,NO EDGE,Do not trade
PAYX,"Paychex, Inc.",Technology,$94.38,5.98,40,SELL,1/7,False,29.4,Bear,45.6,21.0,1.12x,-34.0%,22.0%,-3.21,-33.0%,-13.7%,-14.7%,-30.4%,$33.88B,21.35,$4.42,4.56%,0.89,NO EDGE,Do not trade
TEAM,Atlassian Corporation,Technology,$84.38,3.63,35,SELL,1/7,False,19.7,Bear,42.9,2.1,0.87x,-52.7%,46.8%,-2.65,-53.7%,-34.3%,-44.5%,-49.5%,$22.25B,N/A,$-0.72,N/A,0.88,NO EDGE,Do not trade
